0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,6.3
0,6.3
0,18.4
0,18.4
0,25.8
0,25.8
0,30.4
0,30.4
0,40.9
0,40.9
0,42
0,42
0,42.1
0,42.1
0,46.8
0.1,46.8
0.1,47
0.1,49.6
0.1,49.6
0.1,50.3
0.1,50.3
0.1,50.3
0.1,50.3
0.2,50.3
0.2,50.3
0.2,50.3
0.2,50.3
0.2,50.3
0.2,50.3
0.2,50.3
0.2,50.3
0.2,50.3
0.2,50.3
0.3,50.3
0.3,50.3
0.3,50.3
0.3,50.3
0.3,50.3
0.3,50.3
0.3,50.3
0.3,50.3
0.3,50.3
0.4,50.3
0.4,50.3
0.4,50.3
0.4,50.3
0.4,50.3
0.4,50.3
0.5,50.3
0.5,50.3
0.5,50.3
0.5,50.3
0.5,50.3
0.5,50.3
0.5,50.3
0.5,50.3
0.6,50.3
0.6,50.3
0.6,50.3
0.7,50.3
0.7,50.3
0.7,50.3
0.7,50.3
0.7,50.3
0.7,50.3
0.7,50.3
0.8,50.3
0.8,50.3
0.8,50.3
0.8,50.3
0.8,50.3
0.9,50.3
0.9,50.3
0.9,50.3
0.9,50.3
1,50.3
1,50.3
1,50.3
1,50.3
1.1,50.3
1.1,50.3
1.1,50.3
1.1,50.3
1.2,50.3
1.2,50.3
1.2,50.3
1.2,50.3
1.2,53
1.2,53
1.3,58.6
1.3,58.6
1.3,59.9
1.3,59.9
1.4,59.9
1.4,59.9
1.5,59.9
1.5,59.9
1.5,59.9
1.6,59.9
1.6,59.9
1.6,59.9
1.6,59.9
1.7,59.9
1.7,59.9
1.7,59.9
1.7,59.9
1.8,59.9
1.8,59.9
1.9,59.9
1.9,59.9
1.9,59.9
1.9,59.9
2,59.9
2,59.9
2.1,59.9
2.1,59.9
2.1,59.9
2.1,59.9
2.2,59.9
2.2,59.9
2.3,59.9
2.3,59.9
2.3,59.9
2.4,59.9
2.4,59.9
2.4,59.9
2.5,59.9
2.5,59.9
2.5,59.9
2.6,59.9
2.6,59.9
2.6,59.9
2.6,59.9
2.7,59.9
2.7,59.9
2.8,59.9
2.8,59.9
2.8,59.9
2.8,59.9
2.8,59.9
2.8,59.9
2.9,59.9
2.9,59.9
3,59.9
3,59.9
3,59.9
3,59.9
3.1,59.9
3.1,59.9
3.1,59.9
3.2,59.9
3.2,59.9
3.2,59.9
3.2,59.9
3.3,59.9
3.3,59.9
3.4,59.9
3.4,59.9
3.6,59.9
3.6,59.9
3.7,59.9
3.7,59.9
3.7,59.9
3.7,59.9
3.8,59.9
3.8,59.9
3.8,59.9
3.8,59.9
4,59.9
4,51.7
4,51.7
4.1,51.3
4.1,51.3
4.2,47.7
4.2,47.7
4.2,46
4.2,46
4.3,46
4.3,46
4.3,46
4.3,46
4.3,46
4.3,46
4.3,46
4.3,46
4.3,46
4.3,46
4.4,46
4.4,46
4.4,46
4.4,46
4.4,46
4.4,46
4.5,46
4.5,46
4.5,46
4.5,46
4.5,46
4.6,46
4.6,46
4.6,46
4.6,46
4.6,46
4.6,46
4.7,46
4.7,46
4.7,46
4.7,46
4.7,46
4.7,46
4.8,39.8
4.8,39.8
4.8,21.7
4.8,21.7
4.8,2.5
4.8,2.5
4.8,0.3
4.8,0.3
4.8,0.3
4.8,0.3
4.9,0.3
4.9,0.3
4.8,0.3
4.6,0.3
4.6,0.3
4.4,0.3
4.4,0.3
4.2,0.3
4.2,0.3
4.1,0.3
4.1,0.3
3.9,0.3
3.9,0.3
3.8,0.3
3.8,0.3
3.6,0.3
3.6,0.3
3.5,0.3
2.9,0.3
2.9,0.3
2.7,0.3
2.7,0.3
2.6,0.3
2.5,0.3
2.5,0.3
2.5,0.3
2.3,0.3
2.1,0.3
2.1,0.3
2,0.3
2,0.3
1.8,0.3
1.8,0.3
1.7,0.3
1.7,0.3
1.6,0.3
1.6,0.3
1.5,0.3
1.5,0.3
1.3,0.3
1.3,0.3
1.2,0.3
1.2,0.3
1,0.3
1,0.3
0.9,0.3
0.9,0.3
0.7,0.3
0.7,0.3
0.7,0.3
0.7,0.3
0.6,0.3
0.5,0.3
0.5,0.3
0.4,0.3
0.4,0.3
0.4,0.3
0.4,0.3
0.3,0.3
0.3,0.3
0.2,0.3
0.2,0.3
0.1,0.3
0.1,0.3
0.1,0.3
0.1,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
0,0.3
